WKT,Hyperlink,CAPT,DISCUSSION,YEAR_MO_DA,Shape_X,Shape_Y
"POINT (-116.239871772589 46.4671496167893)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-24.xml&_xslsrc=LCstyles.xsl,L&C,on small island in river,1805-09-24,-116.239871773,46.4671496168
"POINT (-116.334873845673 46.5021478362021)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-25.xml&_xslsrc=LCstyles.xsl,L&C,Canoe Camp at forks of Clearwater,1805-09-25/30,-116.334873846,46.5021478362
"POINT (-116.334873845673 46.5021478362021)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-01.xml&_xslsrc=LCstyles.xsl,L&C,Canoe Camp at forks of Clearwater,1805-10-01/06,-116.334873846,46.5021478362
"POINT (-116.549886003287 46.5087948712467)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-07.xml&_xslsrc=LCstyles.xsl,L&C,opposite Jack Creek,1805-10-07,-116.549886003,46.5087948712
"POINT (-116.783227175753 46.4704518805364)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-08.xml&_xslsrc=LCstyles.xsl,L&C,below Potlatch River,1805-10-08/09,-116.783227176,46.4704518805
"POINT (-117.044893533481 46.4471126702064)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-10.xml&_xslsrc=LCstyles.xsl,L&C,"mouth of Snake River, Idaho",1805-10-10,-117.044893533,46.4471126702
"POINT (-117.474937853293 46.7037720556905)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-11.xml&_xslsrc=LCstyles.xsl,L&C,"near Almota, Wa",1805-10-11,-117.474937853,46.7037720557
"POINT (-118.096691889417 46.5759767793824)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-12.xml&_xslsrc=LCstyles.xsl,L&C,near Riparia-Alkali Flats,1805-10-12,-118.096691889,46.5759767794
"POINT (-118.399511872331 46.5820787680954)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-13.xml&_xslsrc=LCstyles.xsl,L&C,near Ayer,1805-10-13,-118.399511872,46.5820787681
"POINT (-118.617312902745 46.5062316705349)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-14.xml&_xslsrc=LCstyles.xsl,L&C,PineTreeRapids-Burr Creek,1805-10-14,-118.617312903,46.5062316705
"POINT (-118.776762978141 46.3167898262681)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-15.xml&_xslsrc=LCstyles.xsl,L&C,Fishhook Rapids area,1805-10-15,-118.776762978,46.3167898263
"POINT (-119.041781328385 46.203723912451)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-16.xml&_xslsrc=LCstyles.xsl,L&C,junction of Snake & Columbia Rivers,1805-10-16/17,-119.041781328,46.2037239125
"POINT (-118.956775778749 46.0137181100877)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-18.xml&_xslsrc=LCstyles.xsl,L&C,"below mouth of Walla Walla River, Wa",1805-10-18,-118.956775779,46.0137181101
"POINT (-119.478471369397 45.9020562054513)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-19.xml&_xslsrc=LCstyles.xsl,L&C,Boardman - Irrigon,1805-10-19,-119.478471369,45.9020562055
"POINT (-120.148497444512 45.7737128970023)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-20.xml&_xslsrc=LCstyles.xsl,L&C,near Roosevelt,1805-10-20,-120.148497445,45.773712897
"POINT (-120.728525174067 45.7103741113862)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-21.xml&_xslsrc=LCstyles.xsl,L&C,near John Day Dam,1805-10-21,-120.728525174,45.7103741114
"POINT (-121.000196204759 45.6587013551641)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-22.xml&_xslsrc=LCstyles.xsl,L&C,near Wishram,1805-10-22/23,-121.000196205,45.6587013552
"POINT (-121.103537381745 45.6470402666598)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-24.xml&_xslsrc=LCstyles.xsl,L&C,"near Horsethief Lake State Park, Wa",1805-10-24,-121.103537382,45.6470402667
"POINT (-121.210197226444 45.6553649394648)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-28.xml&_xslsrc=LCstyles.xsl,L&C,near Crates Pt- Rowena,1805-10-28,-121.210197226,45.6553649395
"POINT (-121.631863942358 45.7103642649601)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-29.xml&_xslsrc=LCstyles.xsl,L&C,above Little White Salmon River,1805-10-29,-121.631863942,45.710364265
"POINT (-121.911878551461 45.6753622141159)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-10-30.xml&_xslsrc=LCstyles.xsl,L&C,opposite of Cascade Locks,1805-10-30/31,-121.911878551,45.6753622141
"POINT (-121.908543426611 45.6570337130813)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-01.xml&_xslsrc=LCstyles.xsl,L&C,above Bonneville Dam,1805-11-01,-121.908543427,45.6570337131
"POINT (-122.321886682784 45.5403693590195)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-02.xml&_xslsrc=LCstyles.xsl,L&C,"at Rooster Rock State Park near Latourell, Ore",1805-11-02,-122.321886683,45.540369359
"POINT (-122.491885109521 45.5786987777519)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-03.xml&_xslsrc=LCstyles.xsl,L&C,"N side Diamond (Govt) Island, 3 mi W Camas",1805-11-03,-122.49188511,45.5786987778
"POINT (-122.756895021889 45.7636912943456)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-04.xml&_xslsrc=LCstyles.xsl,L&C,"near mouth of Salmon Creek, Wa",1805-11-04,-122.756895022,45.7636912943
"POINT (-122.896906707973 46.0703618114087)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-05.xml&_xslsrc=LCstyles.xsl,L&C,"larboard below Kalama River, nr Prescott, Or",1805-11-05,-122.896906708,46.0703618114
"POINT (-123.266927494149 46.1520251195611)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-06.xml&_xslsrc=LCstyles.xsl,L&C,"near Cape Horn, Wa; Sturgeon (Wallace?) Is",1805-11-06,-123.266927494,46.1520251196
"POINT (-123.589168684298 46.2611884062905)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-07.xml&_xslsrc=LCstyles.xsl,L&C,"at Pillar Rock, near Dahlia, Wa.",1805-11-07,-123.589168684,46.2611884063
"POINT (-123.75945904284 46.2756339255163)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-08.xml&_xslsrc=LCstyles.xsl,L&C,"SW of Frankfort, Wa.; west of Grays Bay",1805-11-08/09,-123.759459043,46.2756339255
"POINT (-123.864739624134 46.2500711601303)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-10.xml&_xslsrc=LCstyles.xsl,L&C,"between Pt Ellice-Megler; Megler Rest Area",1805-11-10/13,-123.864739624,46.2500711601
"POINT (-123.001910571328 46.0003619875204)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-14.xml&_xslsrc=LCstyles.xsl,Lewis,explores toward Ilwaco-Cape Disappointment,1805-11-14,-123.001910571,46.0003619875
"POINT (-124.00200446959 47.0003241296481)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-15.xml&_xslsrc=LCstyles.xsl,Lewis,Ilwaco-Cape Disappointment,1805-11-15,-124.00200447,47.0003241296
"POINT (-123.910021997095 46.2461784777863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-17.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark, camp still SE of Chinook Pt",1805-11-17,-123.910021997,46.2461784778
"POINT (-123.864739624134 46.2500711601303)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-14.xml&_xslsrc=LCstyles.xsl,Clark,"between Pt Ellice-Megler; Megler Rest Area",1805-11-14,-123.864739624,46.2500711601
"POINT (-123.910021997095 46.2461784777863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-15.xml&_xslsrc=LCstyles.xsl,Clark," SE of Chinook Point, NW of McGowan, Wa",1805-11-15/17,-123.910021997,46.2461784778
"POINT (-123.910021997095 46.2461784777863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-18.xml&_xslsrc=LCstyles.xsl,Lewis,camp still SE of Chinook Pt?,1805-11-18/20,-123.910021997,46.2461784778
"POINT (-124.06530512296 46.2859012484474)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-18.xml&_xslsrc=LCstyles.xsl,Clark,"explores, camps nr? McKenzie Hd-Ft Canby",1805-11-18,-124.065305123,46.2859012484
"POINT (-124.020583341855 46.3164521681893)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-19.xml&_xslsrc=LCstyles.xsl,Clark,"east side Wallacut River, 1-2 mi NE of Ilwaco",1805-11-19,-124.020583342,46.3164521682
"POINT (-123.910021997095 46.2461784777863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-20.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis,camp still SE of Chinook Pt?",1805-11-20,-123.910021997,46.2461784778
"POINT (-123.910021997095 46.2461784777863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-21.xml&_xslsrc=LCstyles.xsl,L&C,"camp still SE of Chinook Pt, Wa",1805-11-21/24,-123.910021997,46.2461784778
"POINT (-123.585276658769 46.2620265990871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-25.xml&_xslsrc=LCstyles.xsl,L&C,"near Pillar Rock, Washington",1805-11-25,-123.585276659,46.2620265991
"POINT (-123.66861866594 46.1736844772986)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-26.xml&_xslsrc=LCstyles.xsl,L&C,"near Svenson, Oregon",1805-11-26,-123.668618666,46.1736844773
"POINT (-123.768065051484 46.2064644602157)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-27.xml&_xslsrc=LCstyles.xsl,L&C,"at Tongue Point neck, Oregon",1805-11-27/28,-123.768065051,46.2064644602
"POINT (-123.861959816233 46.1770219502836)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-29.xml&_xslsrc=LCstyles.xsl,Lewis,"seeks winter camp, 9 mi SW; camp nr Astoria",1805-11-29,-123.861959816,46.1770219503
"POINT (-123.868624533209 46.133685210144)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-30.xml&_xslsrc=LCstyles.xsl,Lewis,6 mi up Youngs Bay,1805-11-30,-123.868624533,46.1336852101
"POINT (-123.768065051484 46.2064644602157)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-05.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark on Tongue Point neck, Oregon",1805-12-05,-123.768065051,46.2064644602
"POINT (-123.768065051484 46.2064644602157)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-11-29.xml&_xslsrc=LCstyles.xsl,Clark,remained at Tongue Point neck,1805-11-29/30,-123.768065051,46.2064644602
"POINT (-123.768065051484 46.2064644602157)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-01.xml&_xslsrc=LCstyles.xsl,Clark,"remained at Tongue Point neck, Lewis back",1805-12-01/05,-123.768065051,46.2064644602
"POINT (-123.768065051484 46.2064644602157)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-05.xml&_xslsrc=LCstyles.xsl,L&C,at Tongue Pt neck higher ground,1805-12-05/06,-123.768065051,46.2064644602
"POINT (-123.878626815757 46.1353527939835)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-07.xml&_xslsrc=LCstyles.xsl,L&C,to Ft Clatsop area,1805-12-07,-123.878626816,46.135352794
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-08.xml&_xslsrc=LCstyles.xsl,Lewis,at Fort Clatsop,1805-12-08,-123.879734513,46.1347944981
"POINT (-123.918618885144 46.0003547757422)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-09.xml&_xslsrc=LCstyles.xsl,Clark,"at coast 5 mi NE of Seaside, mth Clatsop R",1805-12-09,-123.918618885,46.0003547757
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-10.xml&_xslsrc=LCstyles.xsl,Clark,rejoins Lewis at Fort Clatsop,1805-12-10,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-11.xml&_xslsrc=LCstyles.xsl,L&C,Fort Clatsop area,1805-12-11/14,-123.879734513,46.1347944981
"POINT (-123.875282996113 46.1131350789812)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-15.xml&_xslsrc=LCstyles.xsl,Clark,"out hauling meat, near mouth Johnson Slough",1805-12-15,-123.875282996,46.113135079
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-16.xml&_xslsrc=LCstyles.xsl,Clark,rejoins Lewis at Fort Clatsop,1805-12-16,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-12-17.xml&_xslsrc=LCstyles.xsl,L&C,"at Fort Clatsop; fort completed 30 December",1805-12-17/31,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-06.xml&_xslsrc=LCstyles.xsl,Lewis,at Fort Clatsop,1806-01-06/10,-123.879734513,46.1347944981
"POINT (-123.918618885144 46.0003547757422)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-06.xml&_xslsrc=LCstyles.xsl,Clark,at forks of Clark's Clatsop River,1806-01-06,-123.918618885,46.0003547757
"POINT (-123.984174053857 45.9422935329245)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-07.xml&_xslsrc=LCstyles.xsl,Clark,"Ecola St Pk, Tillamook Head",1806-01-07,-123.984174054,45.9422935329
"POINT (-123.962229575109 45.9034147062936)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-08.xml&_xslsrc=LCstyles.xsl,Clark,"at Cannon Beach, north side of Ecola Creek",1806-01-08,-123.962229575,45.9034147063
"POINT (-123.938342627899 45.9770246935245)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-09.xml&_xslsrc=LCstyles.xsl,Clark,at salt cairn camp,1806-01-09,-123.938342628,45.9770246935
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-10.xml&_xslsrc=LCstyles.xsl,Clark,rejoins Lewis at Fort Clatsop,1806-01-10,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-01-11.xml&_xslsrc=LCstyles.xsl,L&C,Fort Clatsop,1806-01-11/31,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-02-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Clatsop,1806-02,-123.879734513,46.1347944981
"POINT (-123.879734513062 46.1347944981133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Clatsop,1806-03-01/22,-123.879734513,46.1347944981
"POINT (-123.759455561869 46.1931353296365)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-23.xml&_xslsrc=LCstyles.xsl,L&C,"leave Ft Clatsop, camp mouth Mill Creek?, Or",1806-03-23,-123.759455562,46.1931353296
"POINT (-123.493053201521 46.2328575466665)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-24.xml&_xslsrc=LCstyles.xsl,L&C,"Aldrich Pt, Oregon",1806-03-24,-123.493053202,46.2328575467
"POINT (-123.230534197062 46.1378583486011)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-25.xml&_xslsrc=LCstyles.xsl,L&C,"mouth small creek S of Wallace Is, Oregon",1806-03-25,-123.230534197,46.1378583486
"POINT (-123.018027623133 46.1284201902932)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-26.xml&_xslsrc=LCstyles.xsl,L&C,"Dibbles Is, N of Alston, Ore",1806-03-26,-123.018027623,46.1284201903
"POINT (-122.876348230893 46.0050824709521)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-27.xml&_xslsrc=LCstyles.xsl,L&C,"S? of Goble, Ore; opposite Kalama, Wa",1806-03-27,-122.876348231,46.005082471
"POINT (-122.854123595455 45.9873007778846)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-28.xml&_xslsrc=LCstyles.xsl,L&C,near N end of Deer Island,1806-03-28,-122.854123595,45.9873007779
"POINT (-122.758840193381 45.831471720323)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-29.xml&_xslsrc=LCstyles.xsl,L&C,"near Ridgefield, Wa.; Batchelor Island",1806-03-29,-122.758840193,45.8314717203
"POINT (-122.659393991991 45.6173068958799)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-30.xml&_xslsrc=LCstyles.xsl,L&C,"near I-5 bridge, Vancouver, Wa., on isl?",1806-03-30,-122.659393992,45.6173068959
"POINT (-122.35355689233 45.5750846538798)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-03-31.xml&_xslsrc=LCstyles.xsl,L&C,"Washougal, Wa.",1806-03-31,-122.353556892,45.5750846539
"POINT (-122.35355689233 45.5750846538798)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-01.xml&_xslsrc=LCstyles.xsl,L&C,remained at camp of 31st,1806-04-01,-122.353556892,45.5750846539
"POINT (-122.35355689233 45.5750846538798)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-02.xml&_xslsrc=LCstyles.xsl,Lewis,remained at camp of 31st,1806-04-02/03,-122.353556892,45.5750846539
"POINT (-122.726334033191 45.5709259174372)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-02.xml&_xslsrc=LCstyles.xsl,Clark,Portland area,1806-04-02,-122.726334033,45.5709259174
"POINT (-122.35355689233 45.5750846538798)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-03.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis at Washougal, Wa",1806-04-03,-122.353556892,45.5750846539
"POINT (-122.35355689233 45.5750846538798)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-04.xml&_xslsrc=LCstyles.xsl,L&C,"remained at camp of 31 Mar, Washougal, Wa.",1806-04-04/05,-122.353556892,45.5750846539
"POINT (-122.157997294951 45.5739746307867)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-06.xml&_xslsrc=LCstyles.xsl,L&C,"near camp of 2 Nov 1805, Bridal Veil?, Ore",1806-04-06/08,-122.157997295,45.5739746308
"POINT (-121.956596076348 45.6406455227797)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-09.xml&_xslsrc=LCstyles.xsl,L&C,"near Bonneville, Oregon",1806-04-09,-121.956596076,45.6406455228
"POINT (-121.914937959095 45.654253020026)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-10.xml&_xslsrc=LCstyles.xsl,L&C,"near North Bonneville, Wa.",1806-04-10/11,-121.914937959,45.65425302
"POINT (-121.908261184932 45.6717537074836)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-12.xml&_xslsrc=LCstyles.xsl,L&C,"near Bonneville Dam, Wa. side (7 mi 3days)",1806-04-12,-121.908261185,45.6717537075
"POINT (-121.70547856673 45.6989706605364)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-13.xml&_xslsrc=LCstyles.xsl,L&C,"S of Dog Mtn, west of Cook, Wa.",1806-04-13,-121.705478567,45.6989706605
"POINT (-121.352149128913 45.7086954792438)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-14.xml&_xslsrc=LCstyles.xsl,L&C,"mouth Major Creek, Wa; opp Chatfield, Ore.",1806-04-14,-121.352149129,45.7086954792
"POINT (-121.190476237924 45.6056482745851)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-15.xml&_xslsrc=LCstyles.xsl,L&C,"Rock Fort Camp, Mill Creek, The Dalles, Ore",1806-04-15,-121.190476238,45.6056482746
"POINT (-121.190476237924 45.6056482745851)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-16.xml&_xslsrc=LCstyles.xsl,Lewis,Rock Fort Camp,1806-04-16/17,-121.190476238,45.6056482746
"POINT (-121.131042938752 45.6298090601243)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-18.xml&_xslsrc=LCstyles.xsl,Lewis,"at the ""basin""?",1806-04-18,-121.131042939,45.6298090601
"POINT (-121.103803974772 45.6484302813822)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-19.xml&_xslsrc=LCstyles.xsl,L&C,"near Horsethief Lk St Pk, Wa. [L&C diff?]",1806-04-19,-121.103803975,45.6484302814
"POINT (-120.934083556852 45.659810288131)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-21.xml&_xslsrc=LCstyles.xsl,L&C,"rejoin, head upriver, below mth Deschutes R",1806-04-21,-120.934083557,45.6598102881
"POINT (-120.718796816595 45.7173164581752)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-22.xml&_xslsrc=LCstyles.xsl,L&C,near John Day Dam,1806-04-22,-120.718796817,45.7173164582
"POINT (-120.432123537077 45.7045495147135)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-23.xml&_xslsrc=LCstyles.xsl,L&C,"above Rock Creek, Wa",1806-04-23,-120.432123537,45.7045495147
"POINT (-120.212663258145 45.7398221996355)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-24.xml&_xslsrc=LCstyles.xsl,L&C,"2 mi below camp of 20 Oct; opp Blalock, Or?",1806-04-24,-120.212663258,45.7398221996
"POINT (-119.952383097919 45.8323257043067)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-25.xml&_xslsrc=LCstyles.xsl,L&C,"near mouth of Alder Ck; 3 mi W Klickitat line",1806-04-25,-119.952383098,45.8323257043
"POINT (-119.398742543504 45.9242772185815)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-26.xml&_xslsrc=LCstyles.xsl,L&C,"near Plymouth, Wa; ""opp"" Umatilla River",1806-04-26,-119.398742544,45.9242772186
"POINT (-118.955386880014 46.0548305118648)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-27.xml&_xslsrc=LCstyles.xsl,L&C,"S of Yellepit, Wa.; opp Port Kelly?, Wa.",1806-04-27/28,-118.95538688,46.0548305119
"POINT (-118.92205008002 46.0720618408372)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-29.xml&_xslsrc=LCstyles.xsl,L&C,"1 mi up Walla Walla R; Wallula Jct, Wa.",1806-04-29,-118.92205008,46.0720618408
"POINT (-118.641745195604 46.1962253036181)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-04-30.xml&_xslsrc=LCstyles.xsl,L&C,"Touchet River, 9(?) north of Touchet",1806-04-30,-118.641745196,46.1962253036
"POINT (-118.228089657191 46.2773414802046)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-01.xml&_xslsrc=LCstyles.xsl,L&C,"west of Waitsburg, Wa.",1806-05-01,-118.228089657,46.2773414802
"POINT (-117.861644424561 46.3365186153188)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-02.xml&_xslsrc=LCstyles.xsl,L&C,"6(?) miles west of Dayton(?), Wa.",1806-05-02,-117.861644425,46.3365186153
"POINT (-117.479384725053 46.4659898142942)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-03.xml&_xslsrc=LCstyles.xsl,L&C,"7(?) miles SE of Pomeroy(?), Wa.",1806-05-03,-117.479384725,46.4659898143
"POINT (-117.13796183649 46.4321105930362)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-04.xml&_xslsrc=LCstyles.xsl,L&C,"5(?) miles west of Clarkston, Wa",1806-05-04,-117.137961836,46.432110593
"POINT (-116.768228003657 46.4760115083361)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-05.xml&_xslsrc=LCstyles.xsl,L&C,"near Arrow, Idaho",1806-05-05,-116.768228004,46.4760115083
"POINT (-116.681275146336 46.5168488424004)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-06.xml&_xslsrc=LCstyles.xsl,L&C,"mouth Hubbard? Gulch; 10? mi SSW Kendrick",1806-05-06,-116.681275146,46.5168488424
"POINT (-116.419326740067 46.4696398485222)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-07.xml&_xslsrc=LCstyles.xsl,L&C,"near mth Big Canyon Ck; Harpers Bend, Id",1806-05-07,-116.41932674,46.4696398485
"POINT (-116.293218445823 46.4540843787575)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-08.xml&_xslsrc=LCstyles.xsl,L&C,"jct Big & Little Canyon cks?, SE of Harper Bd",1806-05-08,-116.293218446,46.4540843788
"POINT (-116.258763643051 46.3726873690717)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-09.xml&_xslsrc=LCstyles.xsl,L&C,"Liitle Canyon Ck, 3? mi E of Mohler, Id",1806-05-09,-116.258763643,46.3726873691
"POINT (-116.088771253891 46.2093489093758)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-10.xml&_xslsrc=LCstyles.xsl,L&C,"Lawyer Creek, 4? mi west of Kamiah",1806-05-10/12,-116.088771254,46.2093489094
"POINT (-116.027658684551 46.2360249107054)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-13.xml&_xslsrc=LCstyles.xsl,L&C,"west of S. Fk Clearwater R, Kamiah, Idaho",1806-05-13,-116.027658685,46.2360249107
"POINT (-116.03598898137 46.242403057943)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-05-14.xml&_xslsrc=LCstyles.xsl,L&C,"at Camp Chopunish, Kamiah, Idaho",1806-05-14/31,-116.035988981,46.2424030579
"POINT (-116.03598898137 46.242403057943)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-01.xml&_xslsrc=LCstyles.xsl,L&C,"at Camp Chopunish, Kamiah, Idaho",1806-06-01/09,-116.035988981,46.2424030579
"POINT (-115.911272499997 46.3388061380299)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-10.xml&_xslsrc=LCstyles.xsl,L&C,"former Nez Perce village, Weippe, Idaho",1806-06-10/14,-115.9112725,46.338806138
"POINT (-115.661273056937 46.2857652257354)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1806-06-15.xml&_xslsrc=LCstyles.xsl,L&C,Eldorado?,1806-06-15,-115.661273057,46.2857652257
